station_name,VICTORIA INT'L A
province,BRITISH COLUMBIA
latitude,48.65
longitude,-123.43
elevation,19.50
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2014-01-08,2014,01,08,‡,8.6,,5.1,,6.9,,11.1,,0.0,,6.4,,0.0,,6.4,,,,,M,59,
2014-01-09,2014,01,09,‡,8.4,,3.1,,5.8,,12.2,,0.0,,4.2,,0.0,,4.2,,,,,M,48,
2014-01-10,2014,01,10,‡,9.9,,6.8,,8.4,,9.6,,0.0,,17.8,,0.0,,17.8,,,,,M,57,
2014-01-11,2014,01,11,‡,10.2,,3.2,,6.7,,11.3,,0.0,,45.4,,0.0,,45.4,,,,,M,65,
2014-01-12,2014,01,12,‡,11.2,,2.4,,6.8,,11.2,,0.0,,0.8,,0.0,,0.8,,,,,M,57,
2014-01-13,2014,01,13,‡,13.2,,9.4,,11.3,,6.7,,0.0,,0.0,,0.0,,0.0,,,,,M,63,
2014-01-14,2014,01,14,‡,10.4,,2.7,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-15,2014,01,15,‡,8.9,,1.3,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-16,2014,01,16,‡,7.0,,4.6,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-17,2014,01,17,‡,5.7,E,3.4,E,4.6,E,13.4,E,0.0,E,,M,,M,0.0,E,,,,M,,M
2014-01-18,2014,01,18,‡,,M,2.0,E,,M,,M,,M,,M,,,,M,,,,M,,M
2014-01-19,2014,01,19,‡,6.5,,5.1,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-20,2014,01,20,‡,8.5,,-0.1,,4.2,,13.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-21,2014,01,21,‡,6.1,,-0.9,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-22,2014,01,22,‡,7.6,,2.6,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-23,2014,01,23,‡,8.8,,1.2,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-24,2014,01,24,‡,11.5,,-0.8,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-25,2014,01,25,‡,5.3,,-2.2,,1.6,,16.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-26,2014,01,26,‡,6.1,,-0.1,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-27,2014,01,27,‡,6.0,,0.2,,3.1,,14.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-28,2014,01,28,‡,7.3,,4.0,,5.7,,12.3,,0.0,,1.6,,0.0,,1.6,,,,,M,<31,
2014-01-29,2014,01,29,‡,9.6,,1.3,,5.5,,12.5,,0.0,,18.4,,0.0,,18.4,,,,,M,32,
2014-01-30,2014,01,30,‡,7.7,,3.9,,5.8,,12.2,,0.0,,4.6,,0.0,,4.6,,,,,M,35,
2014-01-31,2014,01,31,‡,6.9,,-1.9,,2.5,,15.5,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-02-01,2014,02,01,‡,5.1,,-1.6,,1.8,,16.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-02-02,2014,02,02,‡,5.2,,-2.1,,1.6,,16.4,,0.0,,0.2,,0.4,,0.6,,,,,M,<31,
2014-02-03,2014,02,03,‡,4.0,,-0.5,,1.8,,16.2,,0.0,,0.0,,0.0,T,0.0,T,,,,M,44,
2014-02-04,2014,02,04,‡,0.6,,-3.2,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,,,,M,56,
2014-02-05,2014,02,05,‡,-0.7,,-3.5,,-2.1,,20.1,,0.0,,0.0,,0.0,,0.0,,,,,M,56,
2014-02-06,2014,02,06,‡,-0.2,,-4.8,,-2.5,,20.5,,0.0,,0.0,,0.0,,0.0,,,,,M,46,
2014-02-07,2014,02,07,‡,1.5,,-6.3,,-2.4,,20.4,,0.0,,0.0,,0.0,T,0.0,T,,,,M,<31,
2014-02-08,2014,02,08,‡,3.8,,-7.4,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,,,,M,59,
2014-02-09,2014,02,09,‡,2.7,,-3.0,,-0.2,,18.2,,0.0,,0.4,,0.2,,0.6,,,,,M,<31,
2014-02-10,2014,02,10,‡,8.6,,0.2,,4.4,,13.6,,0.0,,10.6,,3.6,,14.2,,0,T,,M,37,
2014-02-11,2014,02,11,‡,8.2,,0.3,,4.3,,13.7,,0.0,,8.2,,0.0,,8.2,,,,,M,52,
2014-02-12,2014,02,12,‡,11.0,,4.8,,7.9,,10.1,,0.0,,5.6,,0.0,,5.6,,,,,M,54,
2014-02-13,2014,02,13,‡,11.4,,1.6,,6.5,,11.5,,0.0,,3.0,,0.0,,3.0,,,,,M,63,
2014-02-14,2014,02,14,‡,11.8,,2.3,,7.1,,10.9,,0.0,,7.6,,0.0,,7.6,,,,,M,59,
2014-02-15,2014,02,15,‡,7.7,,1.1,,4.4,,13.6,,0.0,,16.3,,0.0,,16.3,,,,,M,82,
2014-02-16,2014,02,16,‡,6.9,,0.9,,3.9,,14.1,,0.0,,24.1,,0.0,,24.1,,,,,M,74,
2014-02-17,2014,02,17,‡,8.4,,2.2,,5.3,,12.7,,0.0,,6.5,,0.0,,6.5,,,,,M,39,
2014-02-18,2014,02,18,‡,8.8,,2.6,,5.7,,12.3,,0.0,,12.0,,0.0,,12.0,,,,,M,72,
2014-02-19,2014,02,19,‡,8.2,,-0.3,,4.0,,14.0,,0.0,,3.2,,0.0,,3.2,,,,,M,41,
2014-02-20,2014,02,20,‡,9.9,,3.9,,6.9,,11.1,,0.0,,4.4,,0.0,,4.4,,,,,M,61,
2014-02-21,2014,02,21,‡,6.7,,-1.6,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-02-22,2014,02,22,‡,2.8,,-1.5,,0.7,,17.3,,0.0,,8.4,,1.2,,9.6,,1,,,M,<31,
2014-02-23,2014,02,23,‡,1.8,,0.1,,1.0,,17.0,,0.0,,3.2,,20.6,,23.8,,3,,,M,33,
2014-02-24,2014,02,24,‡,1.1,,-0.4,,0.4,,17.6,,0.0,,2.0,,13.6,,20.2,,9,,,M,<31,
2014-02-25,2014,02,25,‡,6.2,,0.0,,3.1,,14.9,,0.0,,0.6,,0.0,,0.6,,9,,,M,<31,
2014-02-26,2014,02,26,‡,8.3,,0.2,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,3,,,M,<31,
2014-02-27,2014,02,27,‡,8.3,,1.0,,4.7,,13.3,,0.0,,0.0,,0.0,,0.0,,2,,,M,<31,
2014-02-28,2014,02,28,‡,11.4,,1.0,,6.2,,11.8,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-03-01,2014,03,01,‡,5.0,,-0.3,,2.4,,15.6,,0.0,,0.2,,1.4,,1.6,,0,T,,M,41,
2014-03-02,2014,03,02,‡,3.1,,0.3,,1.7,,16.3,,0.0,,10.4,,0.0,T,10.4,,0,,,M,33,
2014-03-03,2014,03,03,‡,12.0,,2.4,,7.2,,10.8,,0.0,,1.4,,0.0,,1.4,,,,,M,41,
2014-03-04,2014,03,04,‡,4.8,,0.5,,2.7,,15.3,,0.0,,5.2,,2.0,,9.6,,,,,M,<31,
2014-03-05,2014,03,05,‡,9.1,,2.7,,5.9,,12.1,,0.0,,26.6,,0.0,,26.6,,,,,M,<31,
2014-03-06,2014,03,06,‡,11.7,,7.4,,9.6,,8.4,,0.0,,14.8,,0.0,,14.8,,,,,M,61,
2014-03-07,2014,03,07,‡,11.7,,4.8,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-03-08,2014,03,08,‡,8.1,,3.9,,6.0,,12.0,,0.0,,21.0,,0.0,,21.0,,,,,M,<31,
2014-03-09,2014,03,09,‡,13.4,,5.8,,9.6,,8.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,33,
2014-03-10,2014,03,10,‡,12.0,,4.1,,8.1,,9.9,,0.0,,0.2,,0.0,,0.2,,,,,M,41,
2014-03-11,2014,03,11,‡,10.9,,1.0,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-12,2014,03,12,‡,11.4,,0.6,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-13,2014,03,13,‡,10.4,,1.6,,6.0,,12.0,,0.0,,1.2,,0.0,,1.2,,,,,M,<31,
2014-03-14,2014,03,14,‡,13.3,,3.4,,8.4,,9.6,,0.0,,3.0,,0.0,,3.0,,,,,M,52,
2014-03-15,2014,03,15,‡,10.6,,4.4,,7.5,,10.5,,0.0,,17.8,,0.0,,17.8,,,,,M,33,
2014-03-16,2014,03,16,‡,10.0,,5.5,,7.8,,10.2,,0.0,,0.6,,0.0,,0.6,,,,,M,48,
2014-03-17,2014,03,17,‡,10.2,,-0.7,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-18,2014,03,18,‡,7.9,,1.6,,4.8,,13.2,,0.0,,0.8,,0.0,,0.8,,,,,M,<31,
2014-03-19,2014,03,19,‡,11.9,,3.3,,7.6,,10.4,,0.0,,1.0,,0.0,,1.0,,,,,M,48,
2014-03-20,2014,03,20,‡,9.8,,-1.3,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,,,,M,32,
2014-03-21,2014,03,21,‡,9.3,,-1.4,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-22,2014,03,22,‡,6.9,,-0.3,,3.3,,14.7,,0.0,,0.8,,0.0,,0.8,,,,,M,<31,
2014-03-23,2014,03,23,‡,8.9,,4.3,,6.6,,11.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-03-24,2014,03,24,‡,13.8,,4.1,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-25,2014,03,25,‡,11.2,,7.2,,9.2,,8.8,,0.0,,7.2,,0.0,,7.2,,,,,M,59,
2014-03-26,2014,03,26,‡,10.6,,5.0,,7.8,,10.2,,0.0,,1.8,,0.0,,1.8,,,,,M,44,
2014-03-27,2014,03,27,‡,10.9,,5.8,,8.4,,9.6,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2014-03-28,2014,03,28,‡,9.8,,5.9,,7.9,,10.1,,0.0,,4.8,,0.0,,4.8,,,,,M,43,
2014-03-29,2014,03,29,‡,10.7,,5.8,,8.3,,9.7,,0.0,,3.5,,0.0,,3.5,,,,,M,37,
2014-03-30,2014,03,30,‡,11.8,,5.8,,8.8,,9.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,39,
2014-03-31,2014,03,31,‡,13.4,,1.7,,7.6,,10.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-01,2014,04,01,‡,14.3,,2.0,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-02,2014,04,02,‡,12.2,,2.8,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,,,,M,41,
2014-04-03,2014,04,03,‡,10.3,,3.8,,7.1,,10.9,,0.0,,0.2,,0.0,,0.2,,,,,M,35,
2014-04-04,2014,04,04,‡,13.2,,5.7,,9.5,,8.5,,0.0,,0.0,T,0.0,,0.0,T,,,,M,39,
2014-04-05,2014,04,05,‡,11.0,,4.8,,7.9,,10.1,,0.0,,1.6,,0.0,,1.6,,,,,M,41,
2014-04-06,2014,04,06,‡,12.7,,2.4,,7.6,,10.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,37,
2014-04-07,2014,04,07,‡,15.7,,8.5,,12.1,,5.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-04-08,2014,04,08,‡,14.8,,7.3,,11.1,,6.9,,0.0,,2.0,,0.0,,2.0,,,,,M,43,
2014-04-09,2014,04,09,‡,13.2,,1.5,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,,M,32,
2014-04-10,2014,04,10,‡,12.4,,3.8,,8.1,,9.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-11,2014,04,11,‡,17.9,,3.8,,10.9,,7.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-12,2014,04,12,‡,16.4,,2.8,,9.6,,8.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-13,2014,04,13,‡,16.6,,2.4,,9.5,,8.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-14,2014,04,14,‡,17.6,,1.8,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,,M,44,
2014-04-15,2014,04,15,‡,14.7,,6.9,,10.8,,7.2,,0.0,,4.0,,0.0,,4.0,,,,,M,44,
2014-04-16,2014,04,16,‡,11.6,,7.8,,9.7,,8.3,,0.0,,5.0,,0.0,,5.0,,,,,M,33,
2014-04-17,2014,04,17,‡,11.9,,7.7,,9.8,,8.2,,0.0,,7.0,,0.0,,7.0,,,,,M,44,
2014-04-18,2014,04,18,‡,13.7,,4.7,,9.2,,8.8,,0.0,,0.0,,0.0,,0.0,,,,,M,43,
2014-04-19,2014,04,19,‡,12.0,,4.1,,8.1,,9.9,,0.0,,2.0,,0.0,,2.0,,,,,M,50,
2014-04-20,2014,04,20,‡,12.9,,7.3,,10.1,,7.9,,0.0,,2.4,,0.0,,2.4,,,,,M,37,
2014-04-21,2014,04,21,‡,12.8,,7.4,,10.1,,7.9,,0.0,,2.6,,0.0,,2.6,,,,,M,<31,
2014-04-22,2014,04,22,‡,13.8,,5.3,,9.6,,8.4,,0.0,,1.2,,0.0,,1.2,,,,,M,43,
2014-04-23,2014,04,23,‡,12.5,,3.9,,8.2,,9.8,,0.0,,4.4,,0.0,,4.4,,,,,M,35,
2014-04-24,2014,04,24,‡,13.6,,5.4,,9.5,,8.5,,0.0,,14.2,,0.0,,14.2,,,,,M,50,
2014-04-25,2014,04,25,‡,13.2,,3.3,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-26,2014,04,26,‡,12.5,,2.3,,7.4,,10.6,,0.0,,0.2,,0.0,,0.2,,,,,M,46,
2014-04-27,2014,04,27,‡,12.4,,5.2,,8.8,,9.2,,0.0,,1.4,,0.0,,1.4,,,,,M,46,
2014-04-28,2014,04,28,‡,13.4,,2.9,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-04-29,2014,04,29,‡,18.9,,6.1,,12.5,,5.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-30,2014,04,30,‡,22.3,,7.5,,14.9,,3.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-01,2014,05,01,‡,23.2,,7.9,,15.6,,2.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-02,2014,05,02,‡,19.9,,7.6,,13.8,,4.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,39,
2014-05-03,2014,05,03,‡,14.0,,6.6,,10.3,,7.7,,0.0,,0.6,,0.0,,0.6,,,,,M,33,
2014-05-04,2014,05,04,‡,13.2,,8.9,,11.1,,6.9,,0.0,,9.6,,0.0,,9.6,,,,,M,<31,
2014-05-05,2014,05,05,‡,14.7,,9.2,,12.0,,6.0,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2014-05-06,2014,05,06,‡,15.9,,9.2,,12.6,,5.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-07,2014,05,07,‡,18.0,,6.0,,12.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-08,2014,05,08,‡,12.6,,9.2,,10.9,,7.1,,0.0,,9.2,,0.0,,9.2,,,,,M,37,
2014-05-09,2014,05,09,‡,15.4,,8.9,,12.2,,5.8,,0.0,,0.0,T,0.0,,0.0,T,,,,M,39,
2014-05-10,2014,05,10,‡,15.3,,6.4,,10.9,,7.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-11,2014,05,11,‡,17.2,,6.6,,11.9,,6.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-12,2014,05,12,‡,20.9,,6.5,,13.7,,4.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-13,2014,05,13,‡,22.9,,11.8,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-14,2014,05,14,‡,24.0,,10.2,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-15,2014,05,15,‡,24.3,,11.8,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,M,35,
2014-05-16,2014,05,16,‡,19.9,,12.3,,16.1,,1.9,,0.0,,0.0,,0.0,,0.0,,,,,M,37,
2014-05-17,2014,05,17,‡,18.4,,10.8,,14.6,,3.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,37,
2014-05-18,2014,05,18,‡,17.9,,9.6,,13.8,,4.2,,0.0,,0.8,,0.0,,0.8,,,,,M,<31,
2014-05-19,2014,05,19,‡,18.4,,9.8,,14.1,,3.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-20,2014,05,20,‡,19.9,,9.8,,14.9,,3.1,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-21,2014,05,21,‡,17.8,,11.1,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-22,2014,05,22,‡,16.8,,10.4,,13.6,,4.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-23,2014,05,23,‡,21.6,,11.5,,16.6,,1.4,,0.0,,7.6,,0.0,,7.6,,,,,M,43,
2014-05-24,2014,05,24,‡,16.9,,11.0,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-25,2014,05,25,‡,13.5,,10.2,,11.9,,6.1,,0.0,,1.6,,0.0,,1.6,,,,,M,<31,
2014-05-26,2014,05,26,‡,18.7,,10.7,,14.7,,3.3,,0.0,,0.6,,0.0,,0.6,,,,,M,39,
2014-05-27,2014,05,27,‡,18.0,,9.1,,13.6,,4.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-05-28,2014,05,28,‡,18.4,,9.7,,14.1,,3.9,,0.0,,0.2,,0.0,,0.2,,,,,M,39,
2014-05-29,2014,05,29,‡,16.1,,12.1,,14.1,,3.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,35,
2014-05-30,2014,05,30,‡,20.0,,8.5,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-31,2014,05,31,‡,20.5,,8.5,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-01,2014,06,01,‡,18.7,,7.7,,13.2,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-02,2014,06,02,‡,21.1,,9.0,,15.1,,2.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-03,2014,06,03,‡,17.7,,10.0,,13.9,,4.1,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2014-06-04,2014,06,04,‡,18.2,,8.0,,13.1,,4.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-05,2014,06,05,‡,20.8,,8.3,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-06,2014,06,06,‡,20.6,,7.8,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-07,2014,06,07,‡,21.7,,11.0,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-06-08,2014,06,08,‡,22.8,,13.3,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,M,32,
2014-06-09,2014,06,09,‡,20.1,,11.6,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-10,2014,06,10,‡,19.1,,11.6,,15.4,,2.6,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-06-11,2014,06,11,‡,20.8,,8.1,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-12,2014,06,12,‡,20.7,,13.1,,16.9,,1.1,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-06-13,2014,06,13,‡,21.2,,13.1,,17.2,,0.8,,0.0,,0.4,,0.0,,0.4,,,,,M,43,
2014-06-14,2014,06,14,‡,15.6,,11.1,,13.4,,4.6,,0.0,,3.8,,0.0,,3.8,,,,,M,32,
2014-06-15,2014,06,15,‡,18.6,,8.3,,13.5,,4.5,,0.0,,0.6,,0.0,,0.6,,,,,M,39,
2014-06-16,2014,06,16,‡,17.3,,10.2,,13.8,,4.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,32,
2014-06-17,2014,06,17,‡,18.2,,11.0,,14.6,,3.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,41,
2014-06-18,2014,06,18,‡,18.0,,9.8,,13.9,,4.1,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-06-19,2014,06,19,‡,18.4,,11.5,,15.0,,3.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,48,
2014-06-20,2014,06,20,‡,19.9,,10.5,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,,M,44,
2014-06-21,2014,06,21,‡,20.9,,9.1,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-22,2014,06,22,‡,23.5,,9.8,,16.7,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-23,2014,06,23,‡,20.3,,11.3,,15.8,,2.2,,0.0,,1.2,,0.0,,1.2,,,,,M,37,
2014-06-24,2014,06,24,‡,22.5,,11.4,,17.0,,1.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,35,
2014-06-25,2014,06,25,‡,24.9,,13.0,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-26,2014,06,26,‡,20.5,,10.9,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,M,43,
2014-06-27,2014,06,27,‡,20.1,,11.9,,16.0,,2.0,,0.0,,1.6,,0.0,,1.6,,,,,M,44,
2014-06-28,2014,06,28,‡,18.6,,11.6,,15.1,,2.9,,0.0,,7.4,,0.0,,7.4,,,,,M,48,
2014-06-29,2014,06,29,‡,19.1,,11.8,,15.5,,2.5,,0.0,,0.6,,0.0,,0.6,,,,,M,43,
2014-06-30,2014,06,30,‡,22.8,,11.3,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-01,2014,07,01,‡,30.8,,11.6,,21.2,,0.0,,3.2,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-02,2014,07,02,‡,26.5,,14.8,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,,M,39,
2014-07-03,2014,07,03,‡,24.1,,10.2,,17.2,,0.8,,0.0,,0.0,,0.0,,0.0,,,,,M,41,
2014-07-04,2014,07,04,‡,19.1,,10.9,,15.0,,3.0,,0.0,,0.2,,0.0,,0.2,,,,,M,<31,
2014-07-05,2014,07,05,‡,19.5,,12.6,,16.1,,1.9,,0.0,,0.2,,0.0,,0.2,,,,,M,<31,
2014-07-06,2014,07,06,‡,22.9,,14.4,,18.7,,0.0,,0.7,,0.6,,0.0,,0.6,,,,,M,<31,
2014-07-07,2014,07,07,‡,25.1,,16.4,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-08,2014,07,08,‡,25.1,,13.3,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-09,2014,07,09,‡,23.6,,12.1,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-10,2014,07,10,‡,24.8,,11.1,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-11,2014,07,11,‡,27.0,,12.0,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-12,2014,07,12,‡,23.9,,11.3,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-13,2014,07,13,‡,29.2,,12.0,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-14,2014,07,14,‡,23.5,,12.4,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-07-15,2014,07,15,‡,23.4,,11.2,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-16,2014,07,16,‡,24.9,,11.0,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-17,2014,07,17,‡,19.2,,11.6,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-07-18,2014,07,18,‡,20.2,,11.0,,15.6,,2.4,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-07-19,2014,07,19,‡,24.2,,14.6,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,46,
2014-07-20,2014,07,20,‡,18.6,,15.9,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-07-21,2014,07,21,‡,20.1,,12.7,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-07-22,2014,07,22,‡,20.7,,10.3,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2014-07-23,2014,07,23,‡,16.9,,10.3,,13.6,,4.4,,0.0,,2.0,,0.0,,2.0,,,,,M,<31,
2014-07-24,2014,07,24,‡,21.2,,12.4,,16.8,,1.2,,0.0,,2.8,,0.0,,2.8,,,,,M,52,
2014-07-25,2014,07,25,‡,21.4,,11.0,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-26,2014,07,26,‡,22.6,,11.5,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-27,2014,07,27,‡,26.7,,11.8,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-28,2014,07,28,‡,27.1,,12.7,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-29,2014,07,29,‡,26.0,,11.6,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-30,2014,07,30,‡,23.7,,12.4,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-31,2014,07,31,‡,27.2,,12.2,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,<31,
2014-08-01,2014,08,01,‡,26.1,,12.6,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,<31,
2014-08-02,2014,08,02,‡,27.3,,11.5,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,<31,
